split,label_file,objects,status
train,9999942_00000_d_0000058.txt,23,checked
train,9999942_00000_d_0000059.txt,37,checked
train,9999942_00000_d_0000060.txt,62,checked
train,9999942_00000_d_0000061.txt,83,checked
train,9999942_00000_d_0000062.txt,72,checked
train,9999942_00000_d_0000063.txt,59,checked
train,9999942_00000_d_0000064.txt,74,checked
train,9999942_00000_d_0000065.txt,77,checked
train,9999942_00000_d_0000066.txt,89,checked
train,9999942_00000_d_0000067.txt,119,checked
train,9999942_00000_d_0000068.txt,89,checked
train,9999942_00000_d_0000069.txt,116,checked
train,9999942_00000_d_0000070.txt,36,checked
train,9999942_00000_d_0000071.txt,35,checked
train,9999942_00000_d_0000072.txt,48,checked
train,9999942_00000_d_0000073.txt,26,checked
train,9999942_00000_d_0000074.txt,33,checked
train,9999942_00000_d_0000075.txt,41,checked
train,9999942_00000_d_0000076.txt,38,checked
train,9999942_00000_d_0000077.txt,75,checked
train,9999942_00000_d_0000078.txt,58,checked
train,9999942_00000_d_0000079.txt,51,checked
train,9999942_00000_d_0000080.txt,53,checked
train,9999942_00000_d_0000081.txt,46,checked
train,9999942_00000_d_0000082.txt,33,checked
train,9999942_00000_d_0000083.txt,31,checked
train,9999942_00000_d_0000084.txt,27,checked
train,9999942_00000_d_0000085.txt,20,checked
train,9999942_00000_d_0000086.txt,26,checked
train,9999942_00000_d_0000087.txt,38,checked
train,9999942_00000_d_0000088.txt,41,checked
train,9999942_00000_d_0000089.txt,38,checked
train,9999942_00000_d_0000090.txt,44,checked
train,9999942_00000_d_0000091.txt,29,checked
train,9999942_00000_d_0000092.txt,20,checked
train,9999942_00000_d_0000093.txt,12,checked
train,9999942_00000_d_0000094.txt,20,checked
train,9999942_00000_d_0000095.txt,22,checked
train,9999942_00000_d_0000096.txt,30,checked
train,9999942_00000_d_0000097.txt,24,checked
train,9999942_00000_d_0000098.txt,16,checked
train,9999942_00000_d_0000099.txt,27,checked
train,9999942_00000_d_0000100.txt,18,checked
train,9999942_00000_d_0000101.txt,20,checked
train,9999942_00000_d_0000102.txt,16,checked
train,9999942_00000_d_0000103.txt,13,checked
train,9999942_00000_d_0000104.txt,29,checked
train,9999942_00000_d_0000105.txt,25,checked
train,9999942_00000_d_0000106.txt,22,checked
train,9999942_00000_d_0000107.txt,20,checked
train,9999942_00000_d_0000108.txt,26,checked
train,9999942_00000_d_0000109.txt,26,checked
train,9999942_00000_d_0000110.txt,43,checked
train,9999942_00000_d_0000111.txt,28,checked
train,9999942_00000_d_0000112.txt,28,checked
train,9999942_00000_d_0000113.txt,37,checked
train,9999942_00000_d_0000114.txt,26,checked
train,9999942_00000_d_0000115.txt,42,checked
train,9999942_00000_d_0000116.txt,63,checked
train,9999942_00000_d_0000117.txt,31,checked
train,9999942_00000_d_0000118.txt,29,checked
train,9999942_00000_d_0000119.txt,33,checked
train,9999942_00000_d_0000120.txt,44,checked
train,9999942_00000_d_0000121.txt,47,checked
train,9999942_00000_d_0000122.txt,34,checked
train,9999942_00000_d_0000123.txt,29,checked
train,9999942_00000_d_0000124.txt,32,checked
train,9999942_00000_d_0000125.txt,31,checked
train,9999942_00000_d_0000126.txt,32,checked
train,9999942_00000_d_0000127.txt,29,checked
train,9999942_00000_d_0000128.txt,25,checked
train,9999942_00000_d_0000129.txt,36,checked
train,9999942_00000_d_0000130.txt,19,checked
train,9999942_00000_d_0000131.txt,31,checked
train,9999942_00000_d_0000132.txt,25,checked
train,9999942_00000_d_0000133.txt,40,checked
train,9999942_00000_d_0000134.txt,56,checked
train,9999942_00000_d_0000135.txt,50,checked
train,9999942_00000_d_0000136.txt,73,checked
train,9999942_00000_d_0000137.txt,100,checked
train,9999942_00000_d_0000138.txt,113,checked
train,9999942_00000_d_0000139.txt,137,checked
train,9999942_00000_d_0000140.txt,166,checked
train,9999942_00000_d_0000141.txt,118,checked
train,9999942_00000_d_0000142.txt,102,checked
train,9999942_00000_d_0000143.txt,87,checked
train,9999942_00000_d_0000144.txt,78,checked
train,9999942_00000_d_0000145.txt,77,checked
train,9999942_00000_d_0000146.txt,69,checked
train,9999942_00000_d_0000147.txt,60,checked
train,9999942_00000_d_0000148.txt,62,checked
train,9999942_00000_d_0000149.txt,64,checked
train,9999942_00000_d_0000150.txt,34,checked
train,9999942_00000_d_0000151.txt,50,checked
train,9999942_00000_d_0000152.txt,56,checked
train,9999942_00000_d_0000153.txt,69,checked
train,9999942_00000_d_0000154.txt,61,checked
train,9999942_00000_d_0000155.txt,54,checked
train,9999942_00000_d_0000156.txt,41,checked
train,9999942_00000_d_0000157.txt,56,checked
train,9999942_00000_d_0000158.txt,36,checked
train,9999942_00000_d_0000159.txt,19,checked
train,9999942_00000_d_0000160.txt,24,checked
train,9999942_00000_d_0000161.txt,26,checked
train,9999942_00000_d_0000162.txt,40,checked
train,9999942_00000_d_0000163.txt,34,checked
train,9999942_00000_d_0000164.txt,18,checked
train,9999942_00000_d_0000165.txt,34,checked
train,9999942_00000_d_0000166.txt,39,checked
train,9999942_00000_d_0000167.txt,73,checked
train,9999942_00000_d_0000168.txt,73,checked
train,9999942_00000_d_0000169.txt,82,checked
train,9999942_00000_d_0000170.txt,56,checked
train,9999942_00000_d_0000171.txt,38,checked
train,9999942_00000_d_0000172.txt,26,checked
train,9999942_00000_d_0000173.txt,51,checked
train,9999942_00000_d_0000174.txt,76,checked
train,9999942_00000_d_0000175.txt,14,checked
train,9999942_00000_d_0000176.txt,83,checked
train,9999942_00000_d_0000177.txt,52,checked
train,9999942_00000_d_0000178.txt,34,checked
train,9999942_00000_d_0000179.txt,36,checked
train,9999942_00000_d_0000180.txt,16,checked
train,9999942_00000_d_0000181.txt,24,checked
train,9999942_00000_d_0000182.txt,50,checked
train,9999942_00000_d_0000183.txt,81,checked
train,9999942_00000_d_0000184.txt,85,checked
train,9999942_00000_d_0000185.txt,56,checked
train,9999942_00000_d_0000186.txt,69,checked
train,9999942_00000_d_0000187.txt,95,checked
train,9999942_00000_d_0000188.txt,38,checked
train,9999942_00000_d_0000189.txt,38,checked
train,9999942_00000_d_0000190.txt,36,checked
train,9999942_00000_d_0000191.txt,35,checked
train,9999942_00000_d_0000192.txt,47,checked
train,9999942_00000_d_0000193.txt,35,checked
train,9999942_00000_d_0000194.txt,35,checked
train,9999942_00000_d_0000195.txt,45,checked
train,9999942_00000_d_0000196.txt,46,checked
train,9999942_00000_d_0000197.txt,41,checked
train,9999942_00000_d_0000198.txt,35,checked
train,9999942_00000_d_0000199.txt,48,checked
train,9999942_00000_d_0000200.txt,50,checked
train,9999942_00000_d_0000201.txt,55,checked
train,9999942_00000_d_0000202.txt,41,checked
train,9999942_00000_d_0000203.txt,57,checked
train,9999942_00000_d_0000204.txt,65,checked
train,9999942_00000_d_0000205.txt,68,checked
train,9999942_00000_d_0000206.txt,39,checked
train,9999942_00000_d_0000207.txt,36,checked
train,9999942_00000_d_0000208.txt,31,checked
train,9999942_00000_d_0000209.txt,30,checked
train,9999942_00000_d_0000210.txt,31,checked
train,9999942_00000_d_0000211.txt,38,checked
train,9999942_00000_d_0000212.txt,56,checked
train,9999942_00000_d_0000213.txt,49,checked
train,9999942_00000_d_0000214.txt,41,checked
train,9999942_00000_d_0000215.txt,37,checked
train,9999942_00000_d_0000216.txt,39,checked
train,9999942_00000_d_0000217.txt,29,checked
train,9999942_00000_d_0000218.txt,29,checked
train,9999942_00000_d_0000219.txt,29,checked
train,9999942_00000_d_0000220.txt,35,checked
train,9999942_00000_d_0000221.txt,39,checked
train,9999942_00000_d_0000222.txt,45,checked
train,9999942_00000_d_0000223.txt,42,checked
train,9999942_00000_d_0000224.txt,34,checked
train,9999942_00000_d_0000225.txt,28,checked
train,9999942_00000_d_0000226.txt,33,checked
train,9999942_00000_d_0000227.txt,37,checked
train,9999942_00000_d_0000228.txt,33,checked
train,9999942_00000_d_0000229.txt,34,checked
train,9999942_00000_d_0000230.txt,36,checked
train,9999942_00000_d_0000231.txt,36,checked
train,9999942_00000_d_0000232.txt,19,checked
train,9999942_00000_d_0000233.txt,26,checked
train,9999942_00000_d_0000234.txt,28,checked
train,9999942_00000_d_0000235.txt,28,checked
train,9999942_00000_d_0000236.txt,33,checked
train,9999942_00000_d_0000237.txt,32,checked
train,9999942_00000_d_0000238.txt,39,checked
train,9999942_00000_d_0000239.txt,36,checked
train,9999942_00000_d_0000240.txt,45,checked
train,9999942_00000_d_0000241.txt,48,checked
train,9999942_00000_d_0000242.txt,30,checked
train,9999942_00000_d_0000243.txt,45,checked
train,9999942_00000_d_0000244.txt,28,checked
train,9999942_00000_d_0000245.txt,31,checked
train,9999942_00000_d_0000246.txt,30,checked
train,9999942_00000_d_0000247.txt,34,checked
train,9999942_00000_d_0000248.txt,35,checked
train,9999942_00000_d_0000249.txt,33,checked
train,9999942_00000_d_0000250.txt,29,checked
train,9999942_00000_d_0000251.txt,47,checked
train,9999942_00000_d_0000252.txt,55,checked
train,9999942_00000_d_0000253.txt,49,checked
train,9999942_00000_d_0000254.txt,55,checked
train,9999942_00000_d_0000255.txt,40,checked
train,9999942_00000_d_0000256.txt,34,checked
train,9999942_00000_d_0000257.txt,30,checked
train,9999942_00000_d_0000258.txt,16,checked
train,9999942_00000_d_0000259.txt,12,checked
train,9999942_00000_d_0000260.txt,13,checked
train,9999942_00000_d_0000261.txt,13,checked
train,9999942_00000_d_0000262.txt,15,checked
train,9999942_00000_d_0000263.txt,22,checked
train,9999942_00000_d_0000264.txt,29,checked
train,9999942_00000_d_0000265.txt,27,checked
train,9999942_00000_d_0000266.txt,21,checked
train,9999942_00000_d_0000267.txt,12,checked
train,9999942_00000_d_0000268.txt,19,checked
train,9999942_00000_d_0000269.txt,16,checked
train,9999942_00000_d_0000270.txt,11,checked
train,9999943_00000_d_0000001.txt,22,checked
train,9999943_00000_d_0000002.txt,39,checked
train,9999943_00000_d_0000003.txt,73,checked
train,9999943_00000_d_0000004.txt,21,checked
train,9999943_00000_d_0000005.txt,21,checked
train,9999943_00000_d_0000006.txt,44,checked
train,9999943_00000_d_0000007.txt,21,checked
train,9999943_00000_d_0000008.txt,33,checked
train,9999943_00000_d_0000009.txt,82,checked
train,9999943_00000_d_0000010.txt,89,checked
train,9999943_00000_d_0000011.txt,53,checked
train,9999943_00000_d_0000012.txt,54,checked
train,9999943_00000_d_0000013.txt,88,checked
train,9999943_00000_d_0000014.txt,44,checked
train,9999943_00000_d_0000015.txt,37,checked
train,9999943_00000_d_0000016.txt,51,checked
train,9999943_00000_d_0000017.txt,53,checked
train,9999943_00000_d_0000018.txt,81,checked
train,9999943_00000_d_0000019.txt,94,checked
train,9999943_00000_d_0000020.txt,81,checked
train,9999943_00000_d_0000021.txt,63,checked
train,9999943_00000_d_0000022.txt,51,checked
train,9999943_00000_d_0000023.txt,52,checked
train,9999943_00000_d_0000024.txt,50,checked
train,9999943_00000_d_0000025.txt,61,checked
train,9999943_00000_d_0000026.txt,52,checked
train,9999943_00000_d_0000027.txt,78,checked
train,9999943_00000_d_0000028.txt,91,checked
train,9999943_00000_d_0000029.txt,57,checked
train,9999943_00000_d_0000030.txt,65,checked
train,9999943_00000_d_0000031.txt,62,checked
train,9999943_00000_d_0000032.txt,54,checked
train,9999943_00000_d_0000033.txt,45,checked
train,9999943_00000_d_0000034.txt,40,checked
train,9999943_00000_d_0000035.txt,26,checked
train,9999943_00000_d_0000036.txt,31,checked
train,9999943_00000_d_0000037.txt,41,checked
train,9999943_00000_d_0000038.txt,43,checked
train,9999943_00000_d_0000039.txt,43,checked
train,9999943_00000_d_0000040.txt,42,checked
train,9999943_00000_d_0000041.txt,27,checked
train,9999943_00000_d_0000042.txt,30,checked
train,9999943_00000_d_0000043.txt,77,checked
train,9999943_00000_d_0000044.txt,70,checked
train,9999943_00000_d_0000045.txt,53,checked
train,9999943_00000_d_0000046.txt,205,checked
train,9999943_00000_d_0000047.txt,197,checked
train,9999943_00000_d_0000048.txt,266,checked
train,9999943_00000_d_0000049.txt,351,checked
train,9999943_00000_d_0000050.txt,161,checked
train,9999943_00000_d_0000051.txt,88,checked
train,9999943_00000_d_0000052.txt,55,checked
train,9999943_00000_d_0000053.txt,78,checked
train,9999943_00000_d_0000054.txt,70,checked
train,9999943_00000_d_0000055.txt,54,checked
train,9999943_00000_d_0000056.txt,58,checked
train,9999943_00000_d_0000057.txt,49,checked
train,9999943_00000_d_0000058.txt,91,checked
train,9999943_00000_d_0000059.txt,65,checked
train,9999943_00000_d_0000060.txt,32,checked
train,9999943_00000_d_0000061.txt,22,checked
train,9999943_00000_d_0000062.txt,36,checked
train,9999943_00000_d_0000063.txt,55,checked
train,9999943_00000_d_0000064.txt,36,checked
train,9999943_00000_d_0000065.txt,26,checked
train,9999943_00000_d_0000066.txt,19,checked
train,9999943_00000_d_0000067.txt,70,checked
train,9999943_00000_d_0000068.txt,62,checked
train,9999943_00000_d_0000069.txt,82,checked
train,9999943_00000_d_0000070.txt,65,checked
train,9999943_00000_d_0000071.txt,66,checked
train,9999943_00000_d_0000072.txt,67,checked
train,9999943_00000_d_0000073.txt,59,checked
train,9999943_00000_d_0000074.txt,70,checked
train,9999943_00000_d_0000075.txt,73,checked
train,9999943_00000_d_0000076.txt,54,checked
train,9999943_00000_d_0000077.txt,34,checked
train,9999943_00000_d_0000078.txt,35,checked
train,9999943_00000_d_0000079.txt,42,checked
train,9999943_00000_d_0000080.txt,28,checked
train,9999943_00000_d_0000081.txt,34,checked
train,9999943_00000_d_0000082.txt,21,checked
train,9999943_00000_d_0000083.txt,26,checked
train,9999943_00000_d_0000084.txt,28,checked
train,9999943_00000_d_0000085.txt,28,checked
train,9999943_00000_d_0000086.txt,35,checked
train,9999943_00000_d_0000087.txt,35,checked
train,9999943_00000_d_0000088.txt,29,checked
train,9999943_00000_d_0000089.txt,28,checked
train,9999943_00000_d_0000090.txt,24,checked
train,9999943_00000_d_0000091.txt,28,checked
train,9999943_00000_d_0000092.txt,21,checked
train,9999945_00000_d_0000001.txt,20,checked
train,9999945_00000_d_0000002.txt,92,checked
train,9999945_00000_d_0000003.txt,74,checked
train,9999945_00000_d_0000004.txt,178,checked
train,9999945_00000_d_0000005.txt,48,checked
train,9999945_00000_d_0000006.txt,25,checked
train,9999945_00000_d_0000007.txt,22,checked
train,9999945_00000_d_0000008.txt,19,checked
train,9999945_00000_d_0000009.txt,12,checked
train,9999945_00000_d_0000010.txt,50,checked
train,9999945_00000_d_0000011.txt,28,checked
train,9999945_00000_d_0000012.txt,28,checked
train,9999945_00000_d_0000013.txt,123,checked
train,9999945_00000_d_0000014.txt,16,checked
train,9999945_00000_d_0000015.txt,8,checked
train,9999945_00000_d_0000016.txt,33,checked
train,9999945_00000_d_0000017.txt,17,checked
train,9999945_00000_d_0000018.txt,12,checked
train,9999945_00000_d_0000019.txt,14,checked
train,9999945_00000_d_0000020.txt,29,checked
train,9999945_00000_d_0000021.txt,16,checked
train,9999945_00000_d_0000022.txt,36,checked
train,9999945_00000_d_0000023.txt,78,checked
train,9999945_00000_d_0000024.txt,43,checked
train,9999945_00000_d_0000025.txt,13,checked
train,9999945_00000_d_0000026.txt,24,checked
train,9999945_00000_d_0000027.txt,4,checked
train,9999945_00000_d_0000028.txt,35,checked
train,9999945_00000_d_0000029.txt,7,checked
train,9999945_00000_d_0000030.txt,26,checked
train,9999945_00000_d_0000031.txt,14,checked
train,9999945_00000_d_0000032.txt,19,checked
train,9999945_00000_d_0000033.txt,49,checked
train,9999945_00000_d_0000034.txt,41,checked
train,9999945_00000_d_0000035.txt,30,checked
train,9999945_00000_d_0000036.txt,78,checked
train,9999945_00000_d_0000037.txt,66,checked
train,9999945_00000_d_0000038.txt,78,checked
train,9999945_00000_d_0000039.txt,48,checked
train,9999945_00000_d_0000040.txt,35,checked
train,9999945_00000_d_0000041.txt,104,checked
train,9999945_00000_d_0000042.txt,54,checked
train,9999945_00000_d_0000043.txt,51,checked
train,9999945_00000_d_0000044.txt,55,checked
train,9999945_00000_d_0000045.txt,67,checked
train,9999945_00000_d_0000046.txt,19,checked
train,9999945_00000_d_0000047.txt,8,checked
train,9999945_00000_d_0000048.txt,61,checked
train,9999945_00000_d_0000049.txt,22,checked
train,9999945_00000_d_0000050.txt,57,checked
train,9999945_00000_d_0000051.txt,38,checked
train,9999945_00000_d_0000052.txt,45,checked
train,9999945_00000_d_0000053.txt,44,checked
train,9999945_00000_d_0000054.txt,36,checked
train,9999945_00000_d_0000055.txt,23,checked
train,9999945_00000_d_0000056.txt,44,checked
train,9999945_00000_d_0000057.txt,49,checked
train,9999945_00000_d_0000058.txt,82,checked
train,9999945_00000_d_0000059.txt,63,checked
train,9999945_00000_d_0000060.txt,62,checked
train,9999945_00000_d_0000061.txt,85,checked
train,9999945_00000_d_0000062.txt,80,checked
train,9999945_00000_d_0000063.txt,34,checked
train,9999945_00000_d_0000064.txt,37,checked
train,9999945_00000_d_0000065.txt,92,checked
train,9999945_00000_d_0000066.txt,36,checked
train,9999945_00000_d_0000067.txt,67,checked
train,9999945_00000_d_0000068.txt,67,checked
train,9999945_00000_d_0000069.txt,57,checked
train,9999945_00000_d_0000070.txt,52,checked
train,9999945_00000_d_0000071.txt,11,checked
train,9999945_00000_d_0000072.txt,32,checked
train,9999945_00000_d_0000073.txt,36,checked
train,9999945_00000_d_0000074.txt,85,checked
train,9999945_00000_d_0000075.txt,74,checked
train,9999945_00000_d_0000076.txt,48,checked
train,9999945_00000_d_0000077.txt,87,checked
train,9999945_00000_d_0000078.txt,47,checked
train,9999945_00000_d_0000079.txt,43,checked
train,9999945_00000_d_0000080.txt,32,checked
train,9999945_00000_d_0000081.txt,52,checked
train,9999945_00000_d_0000082.txt,60,checked
train,9999945_00000_d_0000083.txt,72,checked
train,9999945_00000_d_0000084.txt,43,checked
train,9999945_00000_d_0000085.txt,28,checked
train,9999945_00000_d_0000086.txt,24,checked
train,9999945_00000_d_0000087.txt,32,checked
train,9999945_00000_d_0000088.txt,30,checked
train,9999945_00000_d_0000089.txt,11,checked
train,9999945_00000_d_0000090.txt,60,checked
train,9999945_00000_d_0000091.txt,51,checked
train,9999945_00000_d_0000092.txt,68,checked
train,9999945_00000_d_0000093.txt,77,checked
train,9999945_00000_d_0000094.txt,83,checked
train,9999945_00000_d_0000095.txt,13,checked
train,9999945_00000_d_0000096.txt,61,checked
train,9999945_00000_d_0000097.txt,92,checked
train,9999945_00000_d_0000098.txt,1,checked
train,9999945_00000_d_0000099.txt,40,checked
train,9999945_00000_d_0000100.txt,46,checked
train,9999945_00000_d_0000101.txt,52,checked
train,9999945_00000_d_0000102.txt,32,checked
train,9999945_00000_d_0000103.txt,79,checked
train,9999945_00000_d_0000104.txt,142,checked
train,9999945_00000_d_0000105.txt,151,checked
train,9999945_00000_d_0000106.txt,127,checked
train,9999945_00000_d_0000107.txt,26,checked
train,9999945_00000_d_0000108.txt,15,checked
train,9999945_00000_d_0000109.txt,111,checked
train,9999945_00000_d_0000110.txt,97,checked
train,9999945_00000_d_0000111.txt,70,checked
train,9999945_00000_d_0000112.txt,86,checked
train,9999945_00000_d_0000113.txt,84,checked
train,9999945_00000_d_0000114.txt,94,checked
train,9999945_00000_d_0000115.txt,50,checked
train,9999945_00000_d_0000116.txt,171,checked
train,9999945_00000_d_0000117.txt,63,checked
train,9999945_00000_d_0000118.txt,154,checked
train,9999945_00000_d_0000119.txt,255,checked
train,9999945_00000_d_0000120.txt,176,checked
train,9999945_00000_d_0000121.txt,158,checked
train,9999945_00000_d_0000122.txt,165,checked
train,9999945_00000_d_0000123.txt,148,checked
train,9999945_00000_d_0000124.txt,166,checked
train,9999945_00000_d_0000125.txt,80,checked
train,9999945_00000_d_0000126.txt,82,checked
train,9999945_00000_d_0000127.txt,91,checked
train,9999945_00000_d_0000128.txt,69,checked
train,9999945_00000_d_0000129.txt,75,checked
train,9999945_00000_d_0000130.txt,64,checked
train,9999945_00000_d_0000131.txt,59,checked
train,9999945_00000_d_0000132.txt,213,checked
train,9999945_00000_d_0000133.txt,170,checked
train,9999945_00000_d_0000134.txt,31,checked
train,9999945_00000_d_0000135.txt,104,checked
train,9999945_00000_d_0000136.txt,236,checked
train,9999945_00000_d_0000137.txt,74,checked
train,9999945_00000_d_0000138.txt,15,checked
train,9999945_00000_d_0000139.txt,54,checked
train,9999945_00000_d_0000140.txt,39,checked
train,9999945_00000_d_0000141.txt,50,checked
train,9999945_00000_d_0000142.txt,79,checked
train,9999945_00000_d_0000143.txt,32,checked
train,9999945_00000_d_0000144.txt,17,checked
train,9999945_00000_d_0000145.txt,19,checked
train,9999945_00000_d_0000146.txt,48,checked
train,9999945_00000_d_0000147.txt,44,checked
train,9999945_00000_d_0000148.txt,37,checked
train,9999945_00000_d_0000149.txt,50,checked
train,9999945_00000_d_0000150.txt,91,checked
train,9999945_00000_d_0000151.txt,21,checked
train,9999945_00000_d_0000152.txt,28,checked
train,9999945_00000_d_0000153.txt,24,checked
train,9999945_00000_d_0000154.txt,16,checked
train,9999945_00000_d_0000155.txt,21,checked
train,9999945_00000_d_0000156.txt,24,checked
train,9999945_00000_d_0000157.txt,46,checked
train,9999945_00000_d_0000158.txt,35,checked
train,9999945_00000_d_0000159.txt,8,checked
train,9999945_00000_d_0000160.txt,31,checked
train,9999945_00000_d_0000161.txt,35,checked
train,9999945_00000_d_0000162.txt,23,checked
train,9999945_00000_d_0000163.txt,9,checked
train,9999945_00000_d_0000164.txt,59,checked
train,9999945_00000_d_0000165.txt,12,checked
train,9999945_00000_d_0000166.txt,18,checked
train,9999945_00000_d_0000167.txt,17,checked
train,9999945_00000_d_0000168.txt,16,checked
train,9999945_00000_d_0000169.txt,9,checked
train,9999945_00000_d_0000170.txt,51,checked
train,9999945_00000_d_0000171.txt,48,checked
train,9999945_00000_d_0000172.txt,39,checked
train,9999945_00000_d_0000173.txt,24,checked
train,9999945_00000_d_0000174.txt,52,checked
train,9999945_00000_d_0000175.txt,16,checked
train,9999945_00000_d_0000176.txt,24,checked
train,9999945_00000_d_0000177.txt,11,checked
train,9999945_00000_d_0000178.txt,73,checked
train,9999945_00000_d_0000179.txt,42,checked
train,9999948_00000_d_0000001.txt,23,checked
train,9999948_00000_d_0000002.txt,67,checked
train,9999948_00000_d_0000003.txt,28,checked
train,9999948_00000_d_0000004.txt,31,checked
train,9999948_00000_d_0000005.txt,61,checked
train,9999948_00000_d_0000006.txt,25,checked
train,9999948_00000_d_0000007.txt,82,checked
train,9999948_00000_d_0000008.txt,60,checked
train,9999948_00000_d_0000009.txt,84,checked
train,9999948_00000_d_0000010.txt,49,checked
train,9999948_00000_d_0000011.txt,37,checked
train,9999948_00000_d_0000012.txt,75,checked
train,9999948_00000_d_0000013.txt,54,checked
train,9999948_00000_d_0000014.txt,25,checked
train,9999948_00000_d_0000015.txt,17,checked
train,9999948_00000_d_0000016.txt,68,checked
train,9999948_00000_d_0000017.txt,33,checked
train,9999948_00000_d_0000018.txt,61,checked
train,9999948_00000_d_0000019.txt,98,checked
train,9999948_00000_d_0000020.txt,81,checked
train,9999948_00000_d_0000021.txt,47,checked
train,9999948_00000_d_0000022.txt,39,checked
train,9999948_00000_d_0000023.txt,6,checked
train,9999948_00000_d_0000024.txt,9,checked
train,9999948_00000_d_0000025.txt,10,checked
train,9999948_00000_d_0000026.txt,30,checked
train,9999948_00000_d_0000027.txt,27,checked
train,9999948_00000_d_0000028.txt,15,checked
train,9999948_00000_d_0000029.txt,32,checked
train,9999948_00000_d_0000030.txt,24,checked
train,9999948_00000_d_0000031.txt,18,checked
train,9999948_00000_d_0000032.txt,30,checked
train,9999948_00000_d_0000033.txt,38,checked
train,9999948_00000_d_0000034.txt,52,checked
train,9999948_00000_d_0000035.txt,10,checked
train,9999948_00000_d_0000036.txt,14,checked
train,9999948_00000_d_0000037.txt,12,checked
train,9999948_00000_d_0000038.txt,57,checked
train,9999948_00000_d_0000039.txt,22,checked
train,9999948_00000_d_0000040.txt,54,checked
train,9999948_00000_d_0000041.txt,57,checked
train,9999950_00000_d_0000001.txt,42,checked
train,9999950_00000_d_0000002.txt,37,checked
train,9999950_00000_d_0000003.txt,35,checked
train,9999950_00000_d_0000004.txt,39,checked
train,9999950_00000_d_0000005.txt,40,checked
train,9999950_00000_d_0000006.txt,62,checked
train,9999950_00000_d_0000007.txt,36,checked
train,9999950_00000_d_0000008.txt,35,checked
train,9999950_00000_d_0000009.txt,36,checked
train,9999950_00000_d_0000010.txt,69,checked
train,9999950_00000_d_0000011.txt,17,checked
train,9999950_00000_d_0000012.txt,71,checked
train,9999950_00000_d_0000013.txt,52,checked
train,9999950_00000_d_0000014.txt,68,checked
train,9999950_00000_d_0000015.txt,15,checked
train,9999950_00000_d_0000016.txt,12,checked
train,9999950_00000_d_0000017.txt,26,checked
train,9999950_00000_d_0000018.txt,34,checked
train,9999950_00000_d_0000019.txt,26,checked
train,9999950_00000_d_0000020.txt,61,checked
train,9999950_00000_d_0000021.txt,10,checked
train,9999950_00000_d_0000022.txt,13,checked
train,9999950_00000_d_0000023.txt,19,checked
train,9999950_00000_d_0000024.txt,11,checked
train,9999950_00000_d_0000025.txt,9,checked
train,9999950_00000_d_0000026.txt,20,checked
train,9999950_00000_d_0000027.txt,27,checked
train,9999950_00000_d_0000028.txt,12,checked
train,9999950_00000_d_0000029.txt,13,checked
train,9999950_00000_d_0000030.txt,24,checked
train,9999950_00000_d_0000031.txt,15,checked
train,9999950_00000_d_0000032.txt,22,checked
train,9999950_00000_d_0000033.txt,22,checked
train,9999950_00000_d_0000034.txt,18,checked
train,9999950_00000_d_0000035.txt,20,checked
train,9999950_00000_d_0000036.txt,19,checked
train,9999950_00000_d_0000037.txt,15,checked
train,9999950_00000_d_0000038.txt,24,checked
train,9999950_00000_d_0000039.txt,25,checked
train,9999950_00000_d_0000040.txt,18,checked
train,9999950_00000_d_0000041.txt,17,checked
train,9999950_00000_d_0000042.txt,22,checked
train,9999950_00000_d_0000043.txt,27,checked
train,9999950_00000_d_0000044.txt,19,checked
train,9999950_00000_d_0000045.txt,21,checked
train,9999950_00000_d_0000046.txt,22,checked
train,9999950_00000_d_0000047.txt,42,checked
train,9999950_00000_d_0000048.txt,48,checked
train,9999950_00000_d_0000049.txt,40,checked
train,9999950_00000_d_0000050.txt,42,checked
train,9999950_00000_d_0000051.txt,27,checked
train,9999950_00000_d_0000052.txt,21,checked
train,9999950_00000_d_0000053.txt,17,checked
train,9999950_00000_d_0000054.txt,22,checked
train,9999950_00000_d_0000055.txt,15,checked
train,9999950_00000_d_0000056.txt,26,checked
train,9999950_00000_d_0000057.txt,42,checked
train,9999950_00000_d_0000058.txt,6,checked
train,9999950_00000_d_0000059.txt,13,checked
train,9999950_00000_d_0000060.txt,15,checked
train,9999950_00000_d_0000061.txt,31,checked
train,9999950_00000_d_0000062.txt,40,checked
train,9999950_00000_d_0000063.txt,34,checked
train,9999950_00000_d_0000064.txt,16,checked
train,9999950_00000_d_0000065.txt,8,checked
train,9999950_00000_d_0000066.txt,29,checked
train,9999950_00000_d_0000067.txt,25,checked
train,9999950_00000_d_0000068.txt,12,checked
train,9999950_00000_d_0000069.txt,15,checked
train,9999950_00000_d_0000070.txt,14,checked
train,9999950_00000_d_0000071.txt,23,checked
train,9999950_00000_d_0000072.txt,33,checked
train,9999950_00000_d_0000073.txt,21,checked
train,9999950_00000_d_0000074.txt,32,checked
train,9999950_00000_d_0000075.txt,16,checked
train,9999950_00000_d_0000076.txt,10,checked
train,9999950_00000_d_0000077.txt,18,checked
train,9999950_00000_d_0000078.txt,8,checked
train,9999950_00000_d_0000079.txt,9,checked
train,9999950_00000_d_0000081.txt,10,checked
train,9999950_00000_d_0000082.txt,17,checked
train,9999950_00000_d_0000083.txt,14,checked
train,9999950_00000_d_0000088.txt,79,checked
